Ticket_ID,Text,Category,Priority
TKT-2220,Can you send me the receipt for order #6480?,Billing,Medium
TKT-2221,URGENT: Why is my credit card failing to process?,Billing,Low
TKT-2222,I forgot my password and the reset link is not working.,Account,Medium
TKT-2223,"Hi, Can you send me the receipt for order #5979?",Billing,Medium
TKT-2224,My account has been locked. Please unlock it.,Account,High
TKT-2225,"Hello, I love your product, just wanted to say thanks!",General Query,Low
TKT-2226,"Just wondering, Can you delete my account permanently?",Account,Low
TKT-2227,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2228,Please help - API endpoint /v1/users is returning a timeout.,Technical Issue,Low
TKT-2229,URGENT: Why is my credit card failing to process?,Billing,Medium
TKT-2230,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2231,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2232,"Hello, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2233,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2234,"Just wondering, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2235,"Hello, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-2236,URGENT: I was overcharged on my last invoice by $311. Please refund.,Billing,High
TKT-2237,"Hi, I was overcharged on my last invoice by $429. Please refund.",Billing,High
TKT-2238,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-2239,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2240,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2241,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2242,I forgot my password and the reset link is not working.,Account,Medium
TKT-2243,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2244,There is an unauthorized charge of $499 on my account.,Billing,High
TKT-2245,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2246,Why is my credit card failing to process?,Billing,Medium
TKT-2247,"Hi, Can you delete my account permanently?",Account,Low
TKT-2248,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2249,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2250,I was overcharged on my last invoice by $103. Please refund.,Billing,High
TKT-2251,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,High
TKT-2252,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2253,"Just wondering, There is an unauthorized charge of $113 on my account.",Billing,High
TKT-2254,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2255,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-2256,Where is your company located?,General Query,Low
TKT-2257,Can you send me the receipt for order #7664?,Billing,Low
TKT-2258,Can you delete my account permanently?,Account,Low
TKT-2259,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,Medium
TKT-2260,URGENT: The server is down and we cannot access our dashboard! Urgent!,Technical Issue,Medium
TKT-2261,How do I change my email address?,Account,Low
TKT-2262,"Hi, There is an unauthorized charge of $388 on my account.",Billing,High
TKT-2263,I need to add another user to my enterprise plan.,Account,Low
TKT-2264,My account has been locked. Please unlock it.,Account,High
TKT-2265,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2266,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2267,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2268,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2269,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2270,I forgot my password and the reset link is not working.,Account,Medium
TKT-2271,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2272,URGENT: Why is my credit card failing to process?,Billing,Medium
TKT-2273,I was overcharged on my last invoice by $262. Please refund.,Billing,High
TKT-2274,"Hello, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2275,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2276,"Hi, There is an unauthorized charge of $487 on my account.",Billing,High
TKT-2277,"I love your product, just wanted to say thanks!",General Query,Low
TKT-2278,Please help - The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2279,Can you send me the receipt for order #9491?,Billing,Medium
TKT-2280,Please help - I was overcharged on my last invoice by $379. Please refund.,Billing,High
TKT-2281,The application keeps crashing on my Android phone.,Technical Issue,Low
TKT-2282,URGENT: Do you offer a discount for non-profits?,General Query,Low
TKT-2283,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2284,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2285,Can you delete my account permanently?,Account,Low
TKT-2286,I forgot my password and the reset link is not working.,Account,Medium
TKT-2287,Can you send me the receipt for order #1546?,Billing,Medium
TKT-2288,Can you send me the receipt for order #2015?,Billing,Low
TKT-2289,"Just wondering, There is an unauthorized charge of $356 on my account.",Billing,Medium
TKT-2290,I need to add another user to my enterprise plan.,Account,Low
TKT-2291,My account has been locked. Please unlock it.,Account,High
TKT-2292,"Just wondering, There is an unauthorized charge of $274 on my account.",Billing,High
TKT-2293,Can you delete my account permanently?,Account,Low
TKT-2294,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2295,There is an unauthorized charge of $169 on my account.,Billing,High
TKT-2296,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2297,"Hello, There is an unauthorized charge of $14 on my account.",Billing,High
TKT-2298,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2299,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2300,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2301,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2302,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2303,How do I change my email address?,Account,Low
TKT-2304,Please help - I want to cancel my subscription and get a refund.,Billing,High
TKT-2305,URGENT: I was overcharged on my last invoice by $309. Please refund.,Billing,High
TKT-2306,Why is my credit card failing to process?,Billing,Medium
TKT-2307,"Hello, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-2308,"Hello, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2309,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2310,I forgot my password and the reset link is not working.,Account,Medium
TKT-2311,Please help - I need to add another user to my enterprise plan.,Account,Low
TKT-2312,"I love your product, just wanted to say thanks!",General Query,Low
TKT-2313,Why is my credit card failing to process?,Billing,Medium
TKT-2314,How do I change my email address?,Account,Low
TKT-2315,How do I change my email address?,Account,Low
TKT-2316,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2317,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2318,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2319,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2320,I was overcharged on my last invoice by $53. Please refund.,Billing,High
TKT-2321,Please help - There is an unauthorized charge of $31 on my account.,Billing,High
TKT-2322,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2323,"Just wondering, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-2324,"Hi, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2325,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2326,How do I change my email address?,Account,Low
TKT-2327,URGENT: What are your business hours?,General Query,Medium
TKT-2328,"Just wondering, Can you delete my account permanently?",Account,Low
TKT-2329,Is there a free trial available?,General Query,Low
TKT-2330,There is an unauthorized charge of $129 on my account.,Billing,High
TKT-2331,Please help - I forgot my password and the reset link is not working.,Account,Medium
TKT-2332,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2333,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2334,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2335,There is an unauthorized charge of $310 on my account.,Billing,High
TKT-2336,There is an unauthorized charge of $497 on my account.,Billing,High
TKT-2337,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2338,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2339,I was overcharged on my last invoice by $63. Please refund.,Billing,High
TKT-2340,"Just wondering, Can you send me the receipt for order #2138?",Billing,Medium
TKT-2341,There is an unauthorized charge of $39 on my account.,Billing,Medium
TKT-2342,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2343,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2344,There is an unauthorized charge of $304 on my account.,Billing,High
TKT-2345,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2346,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2347,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2348,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2349,"Hello, There is an unauthorized charge of $137 on my account.",Billing,High
TKT-2350,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2351,"Hello, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-2352,What are your business hours?,General Query,High
TKT-2353,How do I change my email address?,Account,Low
TKT-2354,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2355,Please help - The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2356,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2357,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2358,Can you send me the receipt for order #9759?,Billing,Medium
TKT-2359,"Hi, Can you send me the receipt for order #3514?",Billing,Medium
TKT-2360,I need to add another user to my enterprise plan.,Account,Low
TKT-2361,"Just wondering, I need to add another user to my enterprise plan.",Account,Low
TKT-2362,"Hello, Why is my credit card failing to process?",Billing,Medium
TKT-2363,"Hello, I was overcharged on my last invoice by $18. Please refund.",Billing,High
TKT-2364,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2365,Can you send me the receipt for order #1721?,Billing,Medium
TKT-2366,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2367,"Hi, Where is your company located?",General Query,Low
TKT-2368,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2369,"Just wondering, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2370,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2371,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2372,I forgot my password and the reset link is not working.,Account,Medium
TKT-2373,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2374,"Hello, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-2375,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2376,URGENT: There is an unauthorized charge of $29 on my account.,Billing,High
TKT-2377,URGENT: There is an unauthorized charge of $172 on my account.,Billing,High
TKT-2378,My account has been locked. Please unlock it.,Account,High
TKT-2379,URGENT: Where is your company located?,General Query,Low
TKT-2380,"Hello, I was overcharged on my last invoice by $332. Please refund.",Billing,High
TKT-2381,Why is my credit card failing to process?,Billing,Low
TKT-2382,"Hello, Can you delete my account permanently?",Account,Low
TKT-2383,"Just wondering, How do I change my email address?",Account,Low
TKT-2384,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2385,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2386,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2387,Can you delete my account permanently?,Account,Low
TKT-2388,"Just wondering, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-2389,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2390,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2391,Is there a free trial available?,General Query,Low
TKT-2392,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2393,URGENT: I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2394,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2395,"Hello, Where is your company located?",General Query,Low
TKT-2396,Please help - I was overcharged on my last invoice by $318. Please refund.,Billing,High
TKT-2397,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2398,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2399,I need to add another user to my enterprise plan.,Account,Low
TKT-2400,Please help - How do I change my email address?,Account,Low
TKT-2401,API endpoint /v1/users is returning a timeout.,Technical Issue,High
TKT-2402,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2403,I was overcharged on my last invoice by $103. Please refund.,Billing,High
TKT-2404,Why is my credit card failing to process?,Billing,Medium
TKT-2405,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,High
TKT-2406,Can you send me the receipt for order #4846?,Billing,Medium
TKT-2407,"Hello, There is an unauthorized charge of $146 on my account.",Billing,High
TKT-2408,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2409,URGENT: I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2410,"Hi, What are your business hours?",General Query,Low
TKT-2411,"Hello, Do you offer a discount for non-profits?",General Query,Low
TKT-2412,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2413,URGENT: There is an unauthorized charge of $241 on my account.,Billing,High
TKT-2414,Please help - I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2415,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2416,"Hello, Is there a free trial available?",General Query,Low
TKT-2417,I forgot my password and the reset link is not working.,Account,Medium
TKT-2418,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2419,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2420,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2421,Where is your company located?,General Query,Low
TKT-2422,Where is your company located?,General Query,Low
TKT-2423,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2424,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2425,"Hi, How do I change my email address?",Account,Low
TKT-2426,URGENT: I was overcharged on my last invoice by $184. Please refund.,Billing,High
TKT-2427,Please help - What are your business hours?,General Query,Low
TKT-2428,Where is your company located?,General Query,Low
TKT-2429,URGENT: There is an unauthorized charge of $212 on my account.,Billing,High
TKT-2430,"Hi, How do I change my email address?",Account,Low
TKT-2431,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2432,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2433,"Hello, Why is my credit card failing to process?",Billing,Medium
TKT-2434,"Hello, I need to add another user to my enterprise plan.",Account,Low
TKT-2435,URGENT: What are your business hours?,General Query,Low
TKT-2436,"Hello, Can you delete my account permanently?",Account,Low
TKT-2437,I forgot my password and the reset link is not working.,Account,Medium
TKT-2438,"Hello, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2439,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2440,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2441,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2442,"Just wondering, Is there a free trial available?",General Query,Low
TKT-2443,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2444,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2445,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2446,Please help - I want to cancel my subscription and get a refund.,Billing,High
TKT-2447,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Low
TKT-2448,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-2449,"Hi, I want to cancel my subscription and get a refund.",Billing,Low
TKT-2450,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2451,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2452,I was overcharged on my last invoice by $316. Please refund.,Billing,High
TKT-2453,Why is my credit card failing to process?,Billing,Medium
TKT-2454,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2455,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2456,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2457,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2458,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2459,"Just wondering, I love your product, just wanted to say thanks!",General Query,Low
TKT-2460,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2461,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2462,Why is my credit card failing to process?,Billing,Medium
TKT-2463,Please help - API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2464,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2465,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2466,My account has been locked. Please unlock it.,Account,Medium
TKT-2467,I was overcharged on my last invoice by $497. Please refund.,Billing,High
TKT-2468,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2469,Please help - Can you delete my account permanently?,Account,High
TKT-2470,There is an unauthorized charge of $422 on my account.,Billing,High
TKT-2471,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2472,URGENT: Your website is loading very slowly today.,Technical Issue,Medium
TKT-2473,I need to add another user to my enterprise plan.,Account,Low
TKT-2474,My account has been locked. Please unlock it.,Account,High
TKT-2475,URGENT: My account has been locked. Please unlock it.,Account,High
TKT-2476,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2477,"Hi, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-2478,Where is your company located?,General Query,Low
TKT-2479,Do you offer a discount for non-profits?,General Query,Low
TKT-2480,Is there a free trial available?,General Query,Low
TKT-2481,There is an unauthorized charge of $388 on my account.,Billing,Medium
TKT-2482,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2483,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2484,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2485,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2486,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-2487,I forgot my password and the reset link is not working.,Account,Medium
TKT-2488,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2489,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2490,Please help - I need to add another user to my enterprise plan.,Account,Low
TKT-2491,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2492,Why is my credit card failing to process?,Billing,Medium
TKT-2493,Please help - I was overcharged on my last invoice by $462. Please refund.,Billing,High
TKT-2494,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2495,"Hello, Is there a free trial available?",General Query,Low
TKT-2496,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2497,URGENT: I forgot my password and the reset link is not working.,Account,Medium
TKT-2498,"Just wondering, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2499,Please help - My account has been locked. Please unlock it.,Account,High
TKT-2500,Why is my credit card failing to process?,Billing,Medium
TKT-2501,I need to add another user to my enterprise plan.,Account,Low
TKT-2502,Can you delete my account permanently?,Account,Low
TKT-2503,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2504,"Hi, Is there a free trial available?",General Query,High
TKT-2505,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2506,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2507,URGENT: I forgot my password and the reset link is not working.,Account,Medium
TKT-2508,Please help - There is an unauthorized charge of $251 on my account.,Billing,High
TKT-2509,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2510,"Just wondering, My account has been locked. Please unlock it.",Account,High
TKT-2511,"Hi, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2512,I was overcharged on my last invoice by $390. Please refund.,Billing,High
TKT-2513,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2514,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2515,There is an unauthorized charge of $291 on my account.,Billing,High
TKT-2516,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2517,Where is your company located?,General Query,Low
TKT-2518,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-2519,Please help - I need to add another user to my enterprise plan.,Account,Low
TKT-2520,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Low
TKT-2521,I need to add another user to my enterprise plan.,Account,Low
TKT-2522,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2523,Why is my credit card failing to process?,Billing,Medium
TKT-2524,"Hello, What are your business hours?",General Query,Low
TKT-2525,Do you offer a discount for non-profits?,General Query,Medium
TKT-2526,"Just wondering, I love your product, just wanted to say thanks!",General Query,Low
TKT-2527,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2528,There is an unauthorized charge of $18 on my account.,Billing,High
TKT-2529,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2530,There is an unauthorized charge of $147 on my account.,Billing,High
TKT-2531,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2532,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-2533,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2534,Please help - I forgot my password and the reset link is not working.,Account,Medium
TKT-2535,"I love your product, just wanted to say thanks!",General Query,Low
TKT-2536,Can you send me the receipt for order #7191?,Billing,High
TKT-2537,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2538,"Hi, There is an unauthorized charge of $14 on my account.",Billing,High
TKT-2539,"Hello, Why is my credit card failing to process?",Billing,Medium
TKT-2540,There is an unauthorized charge of $364 on my account.,Billing,High
TKT-2541,"Hi, There is an unauthorized charge of $161 on my account.",Billing,High
TKT-2542,URGENT: Is there a free trial available?,General Query,Low
TKT-2543,I was overcharged on my last invoice by $460. Please refund.,Billing,High
TKT-2544,"Hi, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-2545,"Hello, How do I change my email address?",Account,Low
TKT-2546,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2547,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2548,Please help - Why is my credit card failing to process?,Billing,Medium
TKT-2549,"Hello, My account has been locked. Please unlock it.",Account,High
TKT-2550,Please help - I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2551,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2552,There is an unauthorized charge of $224 on my account.,Billing,High
TKT-2553,Can you delete my account permanently?,Account,Low
TKT-2554,"Hi, I forgot my password and the reset link is not working.",Account,Medium
TKT-2555,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,Medium
TKT-2556,"Hello, Why is my credit card failing to process?",Billing,Medium
TKT-2557,Can you send me the receipt for order #3344?,Billing,Medium
TKT-2558,Your website is loading very slowly today.,Technical Issue,Low
TKT-2559,Please help - I was overcharged on my last invoice by $197. Please refund.,Billing,High
TKT-2560,Why is my credit card failing to process?,Billing,Medium
TKT-2561,Can you send me the receipt for order #6526?,Billing,Medium
TKT-2562,"Hello, I was overcharged on my last invoice by $89. Please refund.",Billing,High
TKT-2563,Can you send me the receipt for order #7940?,Billing,Medium
TKT-2564,"Hi, Where is your company located?",General Query,Low
TKT-2565,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2566,Can you send me the receipt for order #2264?,Billing,Medium
TKT-2567,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2568,I was overcharged on my last invoice by $65. Please refund.,Billing,High
TKT-2569,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2570,Why is my credit card failing to process?,Billing,Medium
TKT-2571,There is an unauthorized charge of $147 on my account.,Billing,High
TKT-2572,URGENT: My account has been locked. Please unlock it.,Account,Medium
TKT-2573,Can you delete my account permanently?,Account,Low
TKT-2574,My account has been locked. Please unlock it.,Account,High
TKT-2575,"Just wondering, I was overcharged on my last invoice by $423. Please refund.",Billing,High
TKT-2576,"Hi, How do I change my email address?",Account,Low
TKT-2577,"Just wondering, Where is your company located?",General Query,Low
TKT-2578,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2579,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2580,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2581,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2582,URGENT: I forgot my password and the reset link is not working.,Account,Medium
TKT-2583,I want to cancel my subscription and get a refund.,Billing,High
TKT-2584,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2585,"Just wondering, What are your business hours?",General Query,Low
TKT-2586,What are your business hours?,General Query,Low
TKT-2587,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2588,Where is your company located?,General Query,Low
TKT-2589,"Hi, Can you send me the receipt for order #5762?",Billing,Medium
TKT-2590,"Just wondering, I was overcharged on my last invoice by $457. Please refund.",Billing,High
TKT-2591,Please help - Do you offer a discount for non-profits?,General Query,Low
TKT-2592,My account has been locked. Please unlock it.,Account,Medium
TKT-2593,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2594,What are your business hours?,General Query,Low
TKT-2595,"Hello, I need to add another user to my enterprise plan.",Account,Low
TKT-2596,"Hello, My account has been locked. Please unlock it.",Account,High
TKT-2597,Please help - I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2598,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2599,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2600,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2601,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2602,"Hello, I was overcharged on my last invoice by $350. Please refund.",Billing,High
TKT-2603,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2604,Is there a free trial available?,General Query,Low
TKT-2605,Can you send me the receipt for order #4074?,Billing,Medium
TKT-2606,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2607,The application keeps crashing on my Android phone.,Technical Issue,Medium
TKT-2608,"Just wondering, I need to add another user to my enterprise plan.",Account,Low
TKT-2609,URGENT: The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2610,Please help - There is an unauthorized charge of $314 on my account.,Billing,High
TKT-2611,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2612,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2613,URGENT: Your website is loading very slowly today.,Technical Issue,Medium
TKT-2614,Please help - I need to add another user to my enterprise plan.,Account,Low
TKT-2615,Is there a free trial available?,General Query,Low
TKT-2616,My account has been locked. Please unlock it.,Account,High
TKT-2617,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2618,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,High
TKT-2619,My account has been locked. Please unlock it.,Account,High
TKT-2620,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2621,"Hello, How do I change my email address?",Account,Low
TKT-2622,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2623,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2624,"Just wondering, Can you send me the receipt for order #1420?",Billing,Low
TKT-2625,Can you delete my account permanently?,Account,Low
